zip,ocd
29680,ocd-division/country:us/state:sc/cd:4
29681,ocd-division/country:us/state:sc/cd:3
29681,ocd-division/country:us/state:sc
29681,ocd-division/country:us/state:sc/cd:4
29682,ocd-division/country:us/state:sc/cd:3
29682,ocd-division/country:us/state:sc
29683,ocd-division/country:us/state:sc/cd:4
29683,ocd-division/country:us/state:sc
29684,ocd-division/country:us/state:sc/cd:3
29684,ocd-division/country:us/state:sc
29685,ocd-division/country:us/state:sc/cd:3
29685,ocd-division/country:us/state:sc
29686,ocd-division/country:us/state:sc/cd:3
29686,ocd-division/country:us/state:sc
29687,ocd-division/country:us/state:sc/cd:4
29687,ocd-division/country:us/state:sc
29689,ocd-division/country:us/state:sc/cd:3
29689,ocd-division/country:us/state:sc
29690,ocd-division/country:us/state:sc/cd:4
29690,ocd-division/country:us/state:sc
29691,ocd-division/country:us/state:sc/cd:3
29691,ocd-division/country:us/state:sc
29692,ocd-division/country:us/state:sc/cd:3
29692,ocd-division/country:us/state:sc
29693,ocd-division/country:us/state:sc/cd:3
29693,ocd-division/country:us/state:sc
29696,ocd-division/country:us/state:sc/cd:3
29696,ocd-division/country:us/state:sc
29697,ocd-division/country:us/state:sc/cd:3
29697,ocd-division/country:us/state:sc
29702,ocd-division/country:us/state:sc/cd:5
29702,ocd-division/country:us/state:sc
29704,ocd-division/country:us/state:sc/cd:5
29704,ocd-division/country:us/state:sc
29706,ocd-division/country:us/state:sc/cd:5
29706,ocd-division/country:us/state:sc
29707,ocd-division/country:us/state:sc/cd:5
29707,ocd-division/country:us/state:sc
29708,ocd-division/country:us/state:sc/cd:5
29708,ocd-division/country:us/state:sc
29709,ocd-division/country:us/state:sc/cd:7
29709,ocd-division/country:us/state:sc
29710,ocd-division/country:us/state:sc/cd:5
29710,ocd-division/country:us/state:sc
29712,ocd-division/country:us/state:sc/cd:5
29712,ocd-division/country:us/state:sc
29714,ocd-division/country:us/state:sc/cd:5
29714,ocd-division/country:us/state:sc
29715,ocd-division/country:us/state:sc/cd:5
29715,ocd-division/country:us/state:sc
29717,ocd-division/country:us/state:sc/cd:5
29717,ocd-division/country:us/state:sc
29718,ocd-division/country:us/state:sc/cd:5
29718,ocd-division/country:us/state:sc
29718,ocd-division/country:us/state:sc/cd:7
29720,ocd-division/country:us/state:sc/cd:5
29720,ocd-division/country:us/state:sc
29724,ocd-division/country:us/state:sc/cd:5
29724,ocd-division/country:us/state:sc
29726,ocd-division/country:us/state:sc/cd:5
29726,ocd-division/country:us/state:sc
29727,ocd-division/country:us/state:sc/cd:7
29727,ocd-division/country:us/state:sc
29728,ocd-division/country:us/state:sc/cd:7
29728,ocd-division/country:us/state:sc
29729,ocd-division/country:us/state:sc/cd:5
29729,ocd-division/country:us/state:sc
29730,ocd-division/country:us/state:sc/cd:5
29730,ocd-division/country:us/state:sc
29732,ocd-division/country:us/state:sc/cd:5
29732,ocd-division/country:us/state:sc
29733,ocd-division/country:us/state:sc/cd:5
29733,ocd-division/country:us/state:sc
29741,ocd-division/country:us/state:sc/cd:7
29741,ocd-division/country:us/state:sc
29742,ocd-division/country:us/state:sc/cd:5
29742,ocd-division/country:us/state:sc
29743,ocd-division/country:us/state:sc/cd:5
29743,ocd-division/country:us/state:sc
29745,ocd-division/country:us/state:sc/cd:5
29745,ocd-division/country:us/state:sc
29801,ocd-division/country:us/state:sc/cd:2
29801,ocd-division/country:us/state:sc
29803,ocd-division/country:us/state:sc/cd:2
29803,ocd-division/country:us/state:sc
29805,ocd-division/country:us/state:sc/cd:2
29805,ocd-division/country:us/state:sc
29809,ocd-division/country:us/state:sc/cd:2
29809,ocd-division/country:us/state:sc
29810,ocd-division/country:us/state:sc/cd:6
29810,ocd-division/country:us/state:sc
29812,ocd-division/country:us/state:sc/cd:2
29812,ocd-division/country:us/state:sc
29812,ocd-division/country:us/state:sc/cd:6
29816,ocd-division/country:us/state:sc/cd:2
29816,ocd-division/country:us/state:sc
29817,ocd-division/country:us/state:sc/cd:2
29817,ocd-division/country:us/state:sc
29817,ocd-division/country:us/state:sc/cd:6
29819,ocd-division/country:us/state:sc/cd:3
29819,ocd-division/country:us/state:sc
29821,ocd-division/country:us/state:sc/cd:3
29821,ocd-division/country:us/state:sc
29824,ocd-division/country:us/state:sc/cd:3
29824,ocd-division/country:us/state:sc
29826,ocd-division/country:us/state:sc/cd:2
29826,ocd-division/country:us/state:sc
29827,ocd-division/country:us/state:sc/cd:6
29827,ocd-division/country:us/state:sc
29828,ocd-division/country:us/state:sc/cd:2
29828,ocd-division/country:us/state:sc
29829,ocd-division/country:us/state:sc/cd:2
29829,ocd-division/country:us/state:sc
29831,ocd-division/country:us/state:sc/cd:2
29831,ocd-division/country:us/state:sc
29832,ocd-division/country:us/state:sc/cd:3
29832,ocd-division/country:us/state:sc
29834,ocd-division/country:us/state:sc/cd:2
29834,ocd-division/country:us/state:sc
29835,ocd-division/country:us/state:sc/cd:3
29835,ocd-division/country:us/state:sc
29836,ocd-division/country:us/state:sc/cd:2
29836,ocd-division/country:us/state:sc
29836,ocd-division/country:us/state:sc/cd:6
29838,ocd-division/country:us/state:sc/cd:3
29838,ocd-division/country:us/state:sc
29840,ocd-division/country:us/state:sc/cd:3
29840,ocd-division/country:us/state:sc
29841,ocd-division/country:us/state:sc/cd:2
29841,ocd-division/country:us/state:sc
29842,ocd-division/country:us/state:sc/cd:2
29842,ocd-division/country:us/state:sc
29843,ocd-division/country:us/state:sc/cd:2
29843,ocd-division/country:us/state:sc
29843,ocd-division/country:us/state:sc/cd:6
29844,ocd-division/country:us/state:sc/cd:3
29844,ocd-division/country:us/state:sc
29845,ocd-division/country:us/state:sc/cd:3
29845,ocd-division/country:us/state:sc
29847,ocd-division/country:us/state:sc/cd:2
29847,ocd-division/country:us/state:sc
29847,ocd-division/country:us/state:sc/cd:3
29848,ocd-division/country:us/state:sc/cd:3
29848,ocd-division/country:us/state:sc
29849,ocd-division/country:us/state:sc/cd:2
29849,ocd-division/country:us/state:sc
29849,ocd-division/country:us/state:sc/cd:6
29850,ocd-division/country:us/state:sc/cd:2
29850,ocd-division/country:us/state:sc
29851,ocd-division/country:us/state:sc/cd:2
29851,ocd-division/country:us/state:sc
29853,ocd-division/country:us/state:sc/cd:2
29853,ocd-division/country:us/state:sc
29856,ocd-division/country:us/state:sc/cd:2
29856,ocd-division/country:us/state:sc
29860,ocd-division/country:us/state:sc/cd:2
29860,ocd-division/country:us/state:sc
29860,ocd-division/country:us/state:sc/cd:3
29899,ocd-division/country:us/state:sc/cd:3
29899,ocd-division/country:us/state:sc
29902,ocd-division/country:us/state:sc/cd:1
29902,ocd-division/country:us/state:sc
29904,ocd-division/country:us/state:sc/cd:1
29904,ocd-division/country:us/state:sc
29905,ocd-division/country:us/state:sc/cd:1
29905,ocd-division/country:us/state:sc
29906,ocd-division/country:us/state:sc/cd:1
29906,ocd-division/country:us/state:sc
29906,ocd-division/country:us/state:sc/cd:6
29907,ocd-division/country:us/state:sc/cd:1
29907,ocd-division/country:us/state:sc
29907,ocd-division/country:us/state:sc/cd:6
29909,ocd-division/country:us/state:sc/cd:1
29909,ocd-division/country:us/state:sc
29909,ocd-division/country:us/state:sc/cd:6
29910,ocd-division/country:us/state:sc/cd:1
29910,ocd-division/country:us/state:sc
29911,ocd-division/country:us/state:sc/cd:6
29911,ocd-division/country:us/state:sc
29912,ocd-division/country:us/state:sc/cd:6
29912,ocd-division/country:us/state:sc
29915,ocd-division/country:us/state:sc/cd:1
29915,ocd-division/country:us/state:sc
29916,ocd-division/country:us/state:sc/cd:6
29916,ocd-division/country:us/state:sc
29918,ocd-division/country:us/state:sc/cd:6
29918,ocd-division/country:us/state:sc
29920,ocd-division/country:us/state:sc/cd:1
29920,ocd-division/country:us/state:sc
29921,ocd-division/country:us/state:sc/cd:6
29921,ocd-division/country:us/state:sc
29922,ocd-division/country:us/state:sc/cd:6
29922,ocd-division/country:us/state:sc
29923,ocd-division/country:us/state:sc/cd:6
29923,ocd-division/country:us/state:sc
29924,ocd-division/country:us/state:sc/cd:6
29924,ocd-division/country:us/state:sc
29926,ocd-division/country:us/state:sc/cd:1
29926,ocd-division/country:us/state:sc
29927,ocd-division/country:us/state:sc/cd:1
29927,ocd-division/country:us/state:sc
29927,ocd-division/country:us/state:sc/cd:6
29928,ocd-division/country:us/state:sc/cd:1
29928,ocd-division/country:us/state:sc
29929,ocd-division/country:us/state:sc/cd:6
29929,ocd-division/country:us/state:sc
29932,ocd-division/country:us/state:sc/cd:6
29932,ocd-division/country:us/state:sc
29934,ocd-division/country:us/state:sc/cd:6
29934,ocd-division/country:us/state:sc
29935,ocd-division/country:us/state:sc/cd:1
29935,ocd-division/country:us/state:sc
29936,ocd-division/country:us/state:sc/cd:6
29936,ocd-division/country:us/state:sc
29939,ocd-division/country:us/state:sc/cd:6
29939,ocd-division/country:us/state:sc
29940,ocd-division/country:us/state:sc/cd:6
29940,ocd-division/country:us/state:sc
29941,ocd-division/country:us/state:sc/cd:6
29941,ocd-division/country:us/state:sc
29943,ocd-division/country:us/state:sc/cd:6
29943,ocd-division/country:us/state:sc
29944,ocd-division/country:us/state:sc/cd:6
29944,ocd-division/country:us/state:sc
29945,ocd-division/country:us/state:sc/cd:6
29945,ocd-division/country:us/state:sc
37010,ocd-division/country:us/state:tn/cd:6
37010,ocd-division/country:us/state:tn
37010,ocd-division/country:us/state:tn/cd:7
37012,ocd-division/country:us/state:tn/cd:6
37012,ocd-division/country:us/state:tn
37013,ocd-division/country:us/state:tn/cd:5
37013,ocd-division/country:us/state:tn
37014,ocd-division/country:us/state:tn/cd:4
37014,ocd-division/country:us/state:tn
37014,ocd-division/country:us/state:tn/cd:7
37015,ocd-division/country:us/state:tn/cd:5
37015,ocd-division/country:us/state:tn
37015,ocd-division/country:us/state:tn/cd:6
37015,ocd-division/country:us/state:tn/cd:7
37016,ocd-division/country:us/state:tn/cd:6
37016,ocd-division/country:us/state:tn
37018,ocd-division/country:us/state:tn/cd:4
37018,ocd-division/country:us/state:tn
37018,ocd-division/country:us/state:tn/cd:6
37019,ocd-division/country:us/state:tn/cd:4
37019,ocd-division/country:us/state:tn
37020,ocd-division/country:us/state:tn/cd:4
37020,ocd-division/country:us/state:tn
37022,ocd-division/country:us/state:tn/cd:6
37022,ocd-division/country:us/state:tn
37023,ocd-division/country:us/state:tn/cd:7
37023,ocd-division/country:us/state:tn
37025,ocd-division/country:us/state:tn/cd:5
37025,ocd-division/country:us/state:tn
37025,ocd-division/country:us/state:tn/cd:7
37026,ocd-division/country:us/state:tn/cd:6
37026,ocd-division/country:us/state:tn
37027,ocd-division/country:us/state:tn/cd:5
37027,ocd-division/country:us/state:tn
37027,ocd-division/country:us/state:tn/cd:7
37028,ocd-division/country:us/state:tn/cd:7
37028,ocd-division/country:us/state:tn
37029,ocd-division/country:us/state:tn/cd:5
37029,ocd-division/country:us/state:tn
37030,ocd-division/country:us/state:tn/cd:6
37030,ocd-division/country:us/state:tn
37031,ocd-division/country:us/state:tn/cd:6
37031,ocd-division/country:us/state:tn
37032,ocd-division/country:us/state:tn/cd:5
37032,ocd-division/country:us/state:tn
37032,ocd-division/country:us/state:tn/cd:6
37033,ocd-division/country:us/state:tn/cd:7
37033,ocd-division/country:us/state:tn
37034,ocd-division/country:us/state:tn/cd:4
37034,ocd-division/country:us/state:tn
37035,ocd-division/country:us/state:tn/cd:5
37035,ocd-division/country:us/state:tn
37035,ocd-division/country:us/state:tn/cd:6
37036,ocd-division/country:us/state:tn/cd:5
37036,ocd-division/country:us/state:tn
37037,ocd-division/country:us/state:tn/cd:4
37037,ocd-division/country:us/state:tn
37040,ocd-division/country:us/state:tn/cd:7
37040,ocd-division/country:us/state:tn
37042,ocd-division/country:us/state:tn/cd:7
37042,ocd-division/country:us/state:tn
37043,ocd-division/country:us/state:tn/cd:5
37043,ocd-division/country:us/state:tn
37043,ocd-division/country:us/state:tn/cd:7
37046,ocd-division/country:us/state:tn/cd:4
37046,ocd-division/country:us/state:tn
37046,ocd-division/country:us/state:tn/cd:7
37047,ocd-division/country:us/state:tn/cd:4
37047,ocd-division/country:us/state:tn
37047,ocd-division/country:us/state:tn/cd:7
37048,ocd-division/country:us/state:tn/cd:6
37048,ocd-division/country:us/state:tn
37049,ocd-division/country:us/state:tn/cd:6
37049,ocd-division/country:us/state:tn
37050,ocd-division/country:us/state:tn/cd:7
37050,ocd-division/country:us/state:tn
37051,ocd-division/country:us/state:tn/cd:5
37051,ocd-division/country:us/state:tn
37051,ocd-division/country:us/state:tn/cd:7
37052,ocd-division/country:us/state:tn/cd:7
37052,ocd-division/country:us/state:tn
37055,ocd-division/country:us/state:tn/cd:5
37055,ocd-division/country:us/state:tn
37055,ocd-division/country:us/state:tn/cd:7
37057,ocd-division/country:us/state:tn/cd:6
37057,ocd-division/country:us/state:tn
37058,ocd-division/country:us/state:tn/cd:7
37058,ocd-division/country:us/state:tn
37059,ocd-division/country:us/state:tn/cd:6
37059,ocd-division/country:us/state:tn
37060,ocd-division/country:us/state:tn/cd:4
37060,ocd-division/country:us/state:tn
37060,ocd-division/country:us/state:tn/cd:7
37061,ocd-division/country:us/state:tn/cd:7
37061,ocd-division/country:us/state:tn
37062,ocd-division/country:us/state:tn/cd:5
37062,ocd-division/country:us/state:tn
37062,ocd-division/country:us/state:tn/cd:7
37064,ocd-division/country:us/state:tn/cd:5
37064,ocd-division/country:us/state:tn
37064,ocd-division/country:us/state:tn/cd:7
37066,ocd-division/country:us/state:tn/cd:6
37066,ocd-division/country:us/state:tn
37067,ocd-division/country:us/state:tn/cd:7
37067,ocd-division/country:us/state:tn
37069,ocd-division/country:us/state:tn/cd:7
37069,ocd-division/country:us/state:tn
37072,ocd-division/country:us/state:tn/cd:5
37072,ocd-division/country:us/state:tn
37072,ocd-division/country:us/state:tn/cd:6
37073,ocd-division/country:us/state:tn/cd:6
37073,ocd-division/country:us/state:tn
37074,ocd-division/country:us/state:tn/cd:6
37074,ocd-division/country:us/state:tn
37075,ocd-division/country:us/state:tn/cd:6
37075,ocd-division/country:us/state:tn
37076,ocd-division/country:us/state:tn/cd:5
37076,ocd-division/country:us/state:tn
37076,ocd-division/country:us/state:tn/cd:6
37078,ocd-division/country:us/state:tn/cd:7
37078,ocd-division/country:us/state:tn
37079,ocd-division/country:us/state:tn/cd:7
37079,ocd-division/country:us/state:tn
37080,ocd-division/country:us/state:tn/cd:5
37080,ocd-division/country:us/state:tn
37080,ocd-division/country:us/state:tn/cd:6
37082,ocd-division/country:us/state:tn/cd:5
37082,ocd-division/country:us/state:tn
37083,ocd-division/country:us/state:tn/cd:6
37083,ocd-division/country:us/state:tn
37085,ocd-division/country:us/state:tn/cd:4
37085,ocd-division/country:us/state:tn
37085,ocd-division/country:us/state:tn/cd:6
37086,ocd-division/country:us/state:tn/cd:4
37086,ocd-division/country:us/state:tn
37086,ocd-division/country:us/state:tn/cd:5
37087,ocd-division/country:us/state:tn/cd:6
37087,ocd-division/country:us/state:tn
37090,ocd-division/country:us/state:tn/cd:6
37090,ocd-division/country:us/state:tn
37091,ocd-division/country:us/state:tn/cd:4
37091,ocd-division/country:us/state:tn
37095,ocd-division/country:us/state:tn/cd:6
37095,ocd-division/country:us/state:tn
37096,ocd-division/country:us/state:tn/cd:7
37096,ocd-division/country:us/state:tn
37097,ocd-division/country:us/state:tn/cd:7
37097,ocd-division/country:us/state:tn
37098,ocd-division/country:us/state:tn/cd:7
37098,ocd-division/country:us/state:tn
37101,ocd-division/country:us/state:tn/cd:7
37101,ocd-division/country:us/state:tn
37110,ocd-division/country:us/state:tn/cd:4
37110,ocd-division/country:us/state:tn
